Fecha,Semestre,Rival,Goles Newells,Goles rival,Resultado,Condición,Resultado num,Entrenador,Idolatría,Técnico interino?,Presidente
2017-04-15,1° 2017,Estudiantes LP,0,0,Empate,Local,1,Diego Osella,Externo,Efectivo,Eduardo Bermúdez
2017-04-22,1° 2017,Aldosivi,0,3,Victoria,Visitante,3,Diego Osella,Externo,Efectivo,Eduardo Bermúdez
2017-04-29,1° 2017,Huracán,0,1,Victoria,Visitante,3,Diego Osella,Externo,Efectivo,Eduardo Bermúdez
2017-05-07,1° 2017,Independiente,2,4,Derrota,Local,0,Diego Osella,Externo,Efectivo,Eduardo Bermúdez
2017-05-14,1° 2017,Rosario Central,1,3,Derrota,Local,0,Diego Osella,Externo,Efectivo,Eduardo Bermúdez
2017-05-21,1° 2017,Boca Juniors,1,0,Derrota,Visitante,0,Diego Osella,Externo,Efectivo,Eduardo Bermúdez
2017-05-27,1° 2017,Olimpo,3,2,Victoria,Local,3,Diego Osella,Externo,Efectivo,Eduardo Bermúdez
2017-06-04,1° 2017,Unión,2,1,Derrota,Visitante,0,Diego Osella,Externo,Efectivo,Eduardo Bermúdez
2017-06-18,1° 2017,Lanús,1,1,Empate,Local,1,Juan Pablo Vojboda,Externo,Interino,Eduardo Bermúdez
2017-06-21,1° 2017,Belgrano,2,1,Derrota,Visitante,0,Juan Pablo Vojboda,Externo,Interino,Eduardo Bermúdez
2017-06-27,1° 2017,Godoy Cruz,0,2,Derrota,Local,0,Juan Pablo Vojboda,Externo,Interino,Eduardo Bermúdez
2017-08-28,2° 2017,Unión,1,1,Empate,Local,1,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-09-11,2° 2017,Huracán,1,0,Derrota,Visitante,0,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-09-16,2° 2017,Olimpo,2,0,Victoria,Local,3,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-09-25,2° 2017,Lanús,1,0,Derrota,Visitante,0,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-10-01,2° 2017,Godoy Cruz,0,0,Empate,Local,1,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-10-14,2° 2017,Vélez Sarsfield,1,0,Derrota,Visitante,0,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-10-29,2° 2017,Chacarita,2,1,Victoria,Local,3,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-11-06,2° 2017,Patronato,0,0,Empate,Visitante,1,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-11-17,2° 2017,Belgrano,0,1,Derrota,Local,0,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-11-26,2° 2017,River Plate,1,3,Victoria,Visitante,3,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-12-02,2° 2017,Racing Club,2,2,Empate,Local,1,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2017-12-10,2° 2017,Rosario Central,1,0,Derrota,Visitante,0,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2018-01-27,1° 2018,Arsenal,2,1,Victoria,Local,3,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2018-02-02,1° 2018,Estudiantes LP,4,2,Derrota,Visitante,0,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2018-02-09,1° 2018,Colón,0,1,Derrota,Local,0,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2018-02-17,1° 2018,San Lorenzo,1,0,Derrota,Visitante,0,Juan Manuel Llop,Ídolo,Efectivo,Eduardo Bermúdez
2018-02-26,1° 2018,Temperley,0,0,Empate,Local,1,Fabián Garfagnioli,Externo,Interino,Eduardo Bermúdez
2018-03-05,1° 2018,Banfield,1,0,Derrota,Visitante,0,Fabián Garfagnioli,Externo,Interino,Eduardo Bermúdez
2018-03-12,1° 2018,San Martín (SJ),2,0,Victoria,Local,3,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-03-18,1° 2018,Argentinos Jrs,1,0,Derrota,Visitante,0,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-03-31,1° 2018,Tigre,2,1,Victoria,Local,3,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-04-08,1° 2018,Atlético Tucumán,1,1,Empate,Visitante,1,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-04-12,1° 2018,At. Paranaense (Sud),3,0,Derrota,Visitante,0,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-04-16,1° 2018,Talleres,2,1,Victoria,Local,3,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-04-22,1° 2018,Boca Juniors,3,1,Derrota,Visitante,0,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-04-28,1° 2018,Independiente,0,1,Derrota,Local,0,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-05-04,1° 2018,Def. y Justicia,1,0,Victoria,Local,3,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-05-10,1° 2018,At. Paranaense (Sud),2,1,Victoria,Local,3,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-05-14,1° 2018,Gimnasia LP,2,0,Derrota,Visitante,0,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-08-26,2° 2018,Independiente,2,2,Empate,Visitante,1,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-09-15,2° 2018,Belgrano,0,0,Empate,Visitante,1,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-09-22,2° 2018,Lanús,2,0,Victoria,Local,3,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-09-30,2° 2018,Colón,1,0,Derrota,Visitante,0,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-10-07,2° 2018,River Plate,0,1,Derrota,Local,0,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-10-21,2° 2018,Tigre,2,0,Victoria,Local,3,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-10-29,2° 2018,Argentinos Jrs,1,0,Derrota,Visitante,0,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-11-04,2° 2018,Racing Club,1,0,Derrota,Visitante,0,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-11-12,2° 2018,Def. y Justicia,0,0,Empate,Local,1,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-11-25,2° 2018,Aldosivi,1,0,Derrota,Visitante,0,Omar De Felipe,Externo,Efectivo,Eduardo Bermúdez
2018-12-01,2° 2018,Patronato,1,0,Victoria,Local,3,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2018-12-08,2° 2018,San Martín (SJ),3,0,Derrota,Visitante,0,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-01-27,1° 2019,Boca Juniors,1,1,Empate,Local,1,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-02-02,1° 2019,Unión,0,0,Empate,Visitante,1,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-02-10,1° 2019,Rosario Central,0,0,Empate,Visitante,1,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-02-15,1° 2019,San Lorenzo,1,1,Empate,Local,1,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-02-25,1° 2019,San Martín (SJ),3,0,Victoria,Local,3,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-03-02,1° 2019,River Plate,4,2,Derrota,Visitante,0,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-03-09,1° 2019,Talleres,1,2,Derrota,Local,0,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-03-15,1° 2019,Gimnasia LP,1,0,Derrota,Visitante,0,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-03-31,1° 2019,Huracán,3,1,Victoria,Local,3,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-04-06,1° 2019,Banfield,1,1,Empate,Visitante,1,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-04-12,1° 2019,Gimnasia LP (Copa Superl),1,0,Derrota,Visitante,0,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-04-21,1° 2019,Gimnasia LP (Copa Superl),1,2,Derrota,Local,0,Hector Bidoglio,Externo,Interino,Eduardo Bermúdez
2019-07-28,2° 2019,Central Córdoba (SdE),2,0,Victoria,Local,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-08-03,2° 2019,Independiente,2,3,Victoria,Visitante,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-08-11,2° 2019,Unión,2,0,Victoria,Local,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-08-17,2° 2019,Vélez Sarsfield,3,1,Derrota,Visitante,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-08-24,2° 2019,Huracán,4,1,Victoria,Local,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-09-01,2° 2019,Rosario Central,1,1,Empate,Visitante,1,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-09-22,2° 2019,Aldosivi,2,0,Victoria,Local,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-09-28,2° 2019,Boca Juniors,1,1,Empate,Visitante,1,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-10-04,2° 2019,Banfield,0,0,Empate,Local,1,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-10-19,2° 2019,Patronato,1,3,Victoria,Visitante,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-10-29,2° 2019,Gimnasia LP,0,4,Derrota,Local,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-11-03,2° 2019,Def. y Justicia,2,0,Victoria,Local,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-11-10,2° 2019,Talleres,1,0,Derrota,Visitante,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-11-25,2° 2019,Argentinos Jrs,1,0,Derrota,Visitante,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-11-30,2° 2019,River Plate,2,3,Derrota,Local,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2019-12-07,2° 2019,Atlético Tucumán,2,2,Empate,Visitante,1,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-01-25,1° 2020,Arsenal,1,1,Empate,Visitante,1,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-02-03,1° 2020,San Lorenzo,1,0,Victoria,Local,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-02-08,1° 2020,Estudiantes LP,0,0,Empate,Visitante,1,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-02-15,1° 2020,Lanús,1,1,Empate,Visitante,1,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-02-22,1° 2020,Colón,4,0,Victoria,Local,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-02-28,1° 2020,Racing Club,1,1,Empate,Visitante,1,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-03-08,1° 2020,Godoy Cruz,0,2,Derrota,Local,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-03-15,1° 2020,Central Córdoba (Copa LP),1,2,Victoria,Visitante,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-10-30,2° 2020,Talleres (Copa LP),3,1,Derrota,Visitante,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-11-08,2° 2020,Boca Juniors (Copa LP),0,2,Derrota,Local,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-11-14,2° 2020,Lanús (Copa LP),2,4,Victoria,Visitante,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-11-23,2° 2020,Talleres (Copa LP),1,1,Empate,Local,1,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-11-29,2° 2020,Boca Juniors (Copa LP),2,0,Derrota,Visitante,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-12-06,2° 2020,Lanús (Copa LP),3,1,Victoria,Local,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-12-12,2° 2020,Estudiantes LP,1,0,Victoria,Local,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-12-19,2° 2020,Godoy Cruz,0,3,Victoria,Visitante,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2020-12-27,2° 2020,Central Córdoba (SdE),3,1,Victoria,Local,3,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2021-02-13,1° 2021,Vélez Sarsfield,1,0,Derrota,Visitante,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2021-02-21,1° 2021,Boca Juniors,0,1,Derrota,Local,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2021-02-27,1° 2021,Talleres,2,2,Empate,Visitante,1,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2021-03-05,1° 2021,Independiente,1,2,Derrota,Local,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2021-03-13,1° 2021,Def. y Justicia,4,0,Derrota,Visitante,0,Frank Darío Kudelka,Externo,Efectivo,Eduardo Bermúdez
2021-03-20,1° 2021,Unión,0,0,Empate,Local,1,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-03-29,1° 2021,Atlético Tucumán,2,2,Empate,Visitante,1,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-04-04,1° 2021,Huracán,2,2,Empate,Local,1,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-04-12,1° 2021,Lanús,1,3,Victoria,Visitante,3,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-04-17,1° 2021,Patronato,2,0,Victoria,Local,3,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-04-20,1° 2021,At. Goianiense (Sud),0,0,Empate,Visitante,1,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-04-26,1° 2021,Gimnasia LP,2,1,Derrota,Visitante,0,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-04-29,1° 2021,Libertad (Sud),1,3,Derrota,Local,0,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-05-02,1° 2021,Rosario Central,3,0,Derrota,Visitante,0,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-05-04,1° 2021,Palestino (Sud),0,1,Victoria,Visitante,3,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-05-13,1° 2021,Libertad (Sud),1,0,Derrota,Visitante,0,"Germán ""Mono"" Burgos",Externo,Efectivo,Eduardo Bermúdez
2021-07-17,2° 2021,Talleres,3,2,Victoria,Local,3,"Fernando ""Negro"" Gamboa",Ídolo,Efectivo,Eduardo Bermúdez
2021-05-20,2° 2021,Palestino (Sud),3,1,Victoria,Local,3,"Fernando ""Negro"" Gamboa",Ídolo,Efectivo,Eduardo Bermúdez
2021-05-25,2° 2021,At. Goianiense (Sud),1,1,Empate,Local,1,"Fernando ""Negro"" Gamboa",Ídolo,Efectivo,Eduardo Bermúdez
2021-07-17,2° 2021,Talleres,3,2,Victoria,Local,3,"Fernando ""Negro"" Gamboa",Ídolo,Efectivo,Eduardo Bermúdez
2021-08-22,2° 2021,Rosario Central,1,1,Empate,Local,1,"Fernando ""Negro"" Gamboa",Ídolo,Efectivo,Eduardo Bermúdez
2021-11-24,2° 2021,Central Córdoba (SdE),1,0,Victoria,Local,3,"Fernando ""Negro"" Gamboa",Ídolo,Efectivo,Ignacio Astore
2021-11-30,2° 2021,Boca Juniors,0,0,Empate,Visitante,1,"Fernando ""Negro"" Gamboa",Ídolo,Efectivo,Ignacio Astore
2021-12-12,2° 2021,San Lorenzo,3,2,Derrota,Visitante,0,"Fernando ""Negro"" Gamboa",Ídolo,Efectivo,Ignacio Astore
2022-02-10,1° 2022,Def. y Justicia,1,0,Victoria,Local,3,Javier Sanguinetti,Externo,Efectivo,Ignacio Astore
2022-03-20,1° 2022,Rosario Central,0,1,Victoria,Visitante,3,Javier Sanguinetti,Externo,Efectivo,Ignacio Astore
2022-04-20,1° 2022,Banfield,1,0,Victoria,Local,3,Javier Sanguinetti,Externo,Efectivo,Ignacio Astore
2022-04-27,1° 2022,San Lorenzo,1,2,Derrota,Local,0,Javier Sanguinetti,Externo,Efectivo,Ignacio Astore
2022-05-08,1° 2022,Gimnasia LP,3,1,Derrota,Visitante,0,Javier Sanguinetti,Externo,Efectivo,Ignacio Astore
2022-06-16,1° 2022,Argentinos Jrs,1,0,Victoria,Local,3,Javier Sanguinetti,Externo,Efectivo,Ignacio Astore
2022-07-21,2° 2022,Rosario Central,1,0,Derrota,Visitante,0,Javier Sanguinetti,Externo,Efectivo,Ignacio Astore
2022-10-16,2° 2022,Boca Juniors,2,0,Victoria,Local,3,Javier Sanguinetti,Externo,Efectivo,Ignacio Astore
2022-10-24,2° 2022,Barracas Central,1,1,Empate,Visitante,1,Javier Sanguinetti,Externo,Efectivo,Ignacio Astore
2023-01-29,1° 2023,Platense,2,2,Empate,Visitante,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-02-03,1° 2023,Vélez Sarsfield,1,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-02-11,1° 2023,Def. y Justicia,1,0,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-02-18,1° 2023,Banfield,2,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-02-26,1° 2023,Instituto,3,1,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-03-04,1° 2023,Barracas Central,1,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-03-12,1° 2023,Colón,1,1,Empate,Visitante,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-03-20,1° 2023,San Lorenzo,1,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-03-31,1° 2023,Estudiantes LP,3,0,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-04-04,1° 2023,Audax Italiano (Sud),0,1,Victoria,Visitante,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-04-09,1° 2023,Rosario Central,0,0,Empate,Local,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-04-12,1° 2023,Racing Club,0,1,Victoria,Visitante,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-04-16,1° 2023,River Plate,0,1,Derrota,Local,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-04-18,1° 2023,Blooming (Sud),3,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-04-22,1° 2023,Belgrano,1,0,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-04-28,1° 2023,Argentinos Jrs,0,0,Empate,Local,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-05-02,1° 2023,Santos (Sud),1,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-05-07,1° 2023,Tigre,2,2,Empate,Visitante,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-05-13,1° 2023,Arsenal,2,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-05-20,1° 2023,Lanús,1,0,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-05-24,1° 2023,Blooming (Sud),2,3,Victoria,Visitante,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-05-28,1° 2023,Godoy Cruz,2,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-06-06,1° 2023,Santos (Sud),1,2,Victoria,Visitante,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-06-12,1° 2023,Unión,1,1,Empate,Local,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-06-23,1° 2023,Huracán,1,1,Empate,Visitante,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-06-29,1° 2023,Audax Italiano (Sud),1,1,Empate,Local,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-07-03,2° 2023,Gimnasia LP,2,2,Empate,Local,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-07-07,2° 2023,Central Córdoba (SdE),2,0,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-07-11,2° 2023,Independiente,0,2,Victoria,Visitante,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-07-17,2° 2023,Atlético Tucumán,0,0,Empate,Local,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-07-23,2° 2023,Boca Juniors,2,1,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-07-28,2° 2023,Talleres,1,1,Empate,Local,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-08-01,2° 2023,Corinthians (Sud),2,1,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-08-08,2° 2023,Corinthians (Sud),0,0,Empate,Local,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-08-21,2° 2023,Central Córdoba (SdE),2,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-08-26,2° 2023,Lanús,1,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-09-02,2° 2023,Belgrano,1,1,Empate,Visitante,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-09-16,2° 2023,Unión,1,1,Empate,Local,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-09-20,2° 2023,Racing Club,2,1,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-09-24,2° 2023,Estudiantes LP,0,1,Derrota,Local,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-09-30,2° 2023,Rosario Central,1,0,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-10-07,2° 2023,San Lorenzo,0,3,Victoria,Visitante,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-10-20,2° 2023,Tigre,0,2,Derrota,Local,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-10-26,2° 2023,Godoy Cruz,2,0,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-10-30,2° 2023,Platense,0,0,Empate,Local,1,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-11-05,2° 2023,Sarmiento,0,1,Victoria,Visitante,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-11-12,2° 2023,Boca Juniors,1,0,Derrota,Visitante,0,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2023-11-27,2° 2023,Def. y Justicia,3,0,Victoria,Local,3,"Gabriel ""Gringo"" Heinze",Ídolo,Efectivo,Ignacio Astore
2024-01-25,1° 2024,Central Córdoba (SdE),0,1,Victoria,Visitante,3,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-01-30,1° 2024,Lanús,0,2,Victoria,Visitante,3,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-02-04,1° 2024,Belgrano,1,0,Victoria,Local,3,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-02-09,1° 2024,Unión,1,3,Victoria,Visitante,3,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-02-12,1° 2024,Racing Club,0,4,Derrota,Local,0,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-02-20,1° 2024,Estudiantes LP,2,0,Derrota,Visitante,0,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-02-25,1° 2024,Rosario Central,0,1,Derrota,Local,0,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-03-03,1° 2024,San Lorenzo,2,2,Empate,Local,1,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-03-10,1° 2024,Tigre,0,1,Victoria,Visitante,3,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-03-15,1° 2024,Platense,0,0,Empate,Local,1,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-03-31,1° 2024,Sarmiento,0,1,Victoria,Visitante,3,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-04-06,1° 2024,Boca Juniors,1,3,Derrota,Local,0,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-04-16,1° 2024,Def. y Justicia,1,0,Derrota,Visitante,0,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-05-10,1° 2024,Platense,2,0,Victoria,Local,3,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-05-20,1° 2024,Vélez Sarsfield,1,0,Derrota,Visitante,0,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-05-25,1° 2024,Def. y Justicia,1,0,Victoria,Local,3,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-06-04,1° 2024,Banfield,2,0,Derrota,Visitante,0,Mauricio Larriera,Externo,Efectivo,Ignacio Astore
2024-06-13,1° 2024,Instituto,0,2,Derrota,Local,0,Adrian Coria,Externo,Interino,Ignacio Astore
2024-07-19,2° 2024,Barracas Central,0,1,Victoria,Visitante,3,Sebastian Mendez,Externo,Efectivo,Ignacio Astore
2024-07-23,2° 2024,Independiente Riv.,0,0,Empate,Local,1,Sebastian Mendez,Externo,Efectivo,Ignacio Astore
2024-07-27,2° 2024,San Lorenzo,1,1,Empate,Visitante,1,Sebastian Mendez,Externo,Efectivo,Ignacio Astore
